"名字";"国家";"联赛";"声望";"平均年龄";"收支结余";"转会预算";"转会余额";"工资预算";"状态";"TF";"YF";"JC";"球场容量";"平均上座";"评分";"潜力评分";"Unique ID"
"Mantova";"Italy";"Serie B";"4,891";"24.8";"-2,985,410";"250,320";"50,630";"73,220";"职业";"12";"6";"7";"14,884";"4,324";"68.2%";"72.2%";"700,198"
"Manthiqueira";"Brazil";"Lower Division";"800";"0.0";"780";"0";"0";"0";"职业";"3";"3";"4";"16,095";"200";"0.0%";"0.0%";"19,157,249"
"Manta";"Ecuador";"Serie A";"4,250";"20.4";"716,040";"0";"0";"0";"职业";"7";"8";"7";"22,000";"423";"42.9%";"46.8%";"5,270,358"
"Mansfield Town";"England";"Sky Bet League One";"4,364";"26.1";"297,590";"99,980";"67,770";"59,900";"职业";"10";"10";"6";"9,376";"6,664";"66.4%";"71.0%";"681"
"Mannucci";"Peru";"First Division";"4,750";"0.0";"54,190";"0";"0";"0";"职业";"11";"5";"7";"25,000";"4,000";"0.0%";"0.0%";"5,290,629"
"Manisa FK";"Türkiye";"1. League";"4,755";"24.8";"2,263,540";"165,810";"854,080";"30,980";"职业";"10";"10";"8";"16,597";"1,204";"67.9%";"73.2%";"70,042,969"
"Maniema Union";"DR Congo";"Linafoot B";"4,000";"26.5";"547,930";"0";"0";"0";"职业";"6";"8";"10";"22,000";"5,000";"11.2%";"11.8%";"12,012,774"
"Manica Diamonds FC";"Zimbabwe";"Premier Division";"2,900";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"20,000";"250";"0.0%";"0.0%";"95,058,370"
"MangaSport";"Gabon";"Championnat D1";"2,250";"16.0";"171,690";"0";"0";"0";"职业";"7";"7";"7";"1,000";"250";"8.1%";"10.1%";"5,340,875"
"Manchete";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"2";"2";"2";"12,000";"1,500";"0.0%";"0.0%";"301,237"
"Manchester JF";"Brazil";"Lower Division";"450";"0.0";"0";"0";"0";"0";"职业";"4";"3";"3";"31,863";"200";"0.0%";"0.0%";"2,000,126,338"
"Mancha Real";"Spain";"Spanish Federation 3 Gr 9";"3,400";"20.2";"0";"0";"0";"0";"职业";"8";"8";"8";"1,500";"600";"19.6%";"24.6%";"7,446,375"
"Manaus";"Brazil";"Fourth Division";"3,850";"28.3";"51,410";"0";"0";"0";"职业";"6";"6";"5";"11,000";"3,500";"63.3%";"66.0%";"19,220,160"
"Manauara";"Brazil";"Lower Division";"1,306";"30.4";"0";"0";"0";"0";"职业";"3";"3";"4";"44,000";"200";"62.4%";"65.7%";"2,000,112,366"
"Manama";"Bahrain";"Premier League";"3,500";"29.7";"727,850";"0";"0";"0";"职业";"6";"5";"5";"10,000";"200";"16.9%";"17.7%";"5,626,491"
"Managua";"Nicaragua";"Primera Division";"1,250";"0.0";"98,080";"0";"0";"0";"职业";"5";"4";"4";"2,000";"250";"0.0%";"0.0%";"86,006,015"
"Man Utd";"England";"Premier League";"8,515";"25.5";"-177,912,060";"81,760,080";"12,051,080";"3,910,450";"职业";"17";"17";"18";"74,031";"73,150";"84.0%";"87.4%";"680"
"Man City";"England";"Premier League";"9,166";"25.0";"126,972,080";"265,671,760";"116,407,330";"6,557,600";"职业";"20";"20";"19";"53,400";"53,228";"87.4%";"89.6%";"679"
"Mamoré";"Brazil";"Lower Division";"1,250";"0.0";"0";"0";"0";"0";"职业";"7";"7";"5";"10,000";"1,100";"0.0%";"0.0%";"301,194"
"Malzenice";"Slovakia";"Lower Division";"2,500";"38.0";"24,630";"0";"0";"0";"职业";"5";"6";"6";"1,000";"250";"5.4%";"5.4%";"2,000,260,278"
"Malorita";"Belarus";"Jupiler Pro League";"2,100";"0.0";"0";"0";"0";"0";"职业";"6";"6";"6";"150";"91";"0.0%";"0.0%";"2,000,010,628"
"Malm? FF";"Sweden";"Premier Division";"5,831";"27.0";"56,239,550";"23,550,790";"23,550,790";"130,250";"职业";"16";"14";"16";"22,500";"21,298";"74.2%";"76.7%";"1,816"
"Mallorca B";"Spain";"Spanish Federation 2 Gr 3";"4,250";"20.5";"0";"0";"0";"0";"职业";"1";"1";"1";"2,000";"750";"61.4%";"67.0%";"2,098"
"Mallorca";"Spain";"La Liga";"6,505";"28.1";"35,519,790";"9,688,820";"27,216,320";"566,880";"职业";"15";"14";"15";"23,142";"19,500";"76.6%";"79.4%";"1,726"
"Malisheva";"Kosovo";"Superleague";"1,500";"28.0";"507,950";"0";"0";"0";"职业";"1";"2";"2";"500";"250";"5.4%";"6.2%";"30,033,341"
"Malindi";"Zanzibar";"Premier Division";"950";"0.0";"0";"0";"0";"0";"职业";"4";"4";"4";"15,000";"250";"0.0%";"0.0%";"13,100,110"
"Malikiya";"Bahrain";"First Division";"3,350";"0.0";"179,210";"0";"0";"0";"职业";"5";"4";"6";"23,340";"250";"0.0%";"0.0%";"5,512,115"
"Malavan";"Iran";"Premier League";"3,900";"26.3";"303,580";"0";"0";"0";"职业";"8";"9";"13";"8,000";"5,000";"59.1%";"62.2%";"5,410,231"
"Malatya Arguvanspor";"Türkiye";"3. League Group 1";"2,050";"0.0";"18,420";"0";"0";"0";"职业";"2";"1";"1";"500";"100";"0.0%";"0.0%";"70,108,678"
"Málaga C";"Spain";"Regional Division";"1,250";"18.5";"0";"0";"0";"0";"职业";"1";"1";"1";"1,200";"250";"59.2%";"65.2%";"2,000,034,643"
"Málaga B";"Spain";"Spanish Federation 3 Gr 9";"3,650";"20.8";"0";"0";"0";"0";"职业";"3";"2";"1";"2,000";"900";"59.1%";"64.6%";"4,212,268"
"Málaga";"Spain";"LaLiga SmartBank";"6,115";"24.5";"9,118,910";"1,686,160";"6,439,290";"75,830";"职业";"15";"14";"15";"30,044";"19,860";"68.7%";"73.5%";"2,096"
"Malacateco";"Guatemala";"Liga Nacional";"2,750";"23.0";"0";"0";"0";"0";"职业";"7";"8";"12";"8,000";"1,000";"5.7%";"6.1%";"87,000,504"
"Makó";"Hungary";"Lower Division";"2,650";"0.0";"0";"0";"0";"0";"职业";"5";"5";"5";"3,500";"400";"0.0%";"0.0%";"7,521,270"
"Makedonikos";"Greece";"Super League 2 North";"4,053";"25.2";"-275,100";"27,920";"14,340";"15,260";"职业";"5";"4";"11";"8,100";"400";"60.1%";"65.0%";"676,958"
"Makedonija GjP";"North Macedonia";"First League";"3,350";"0.0";"352,330";"0";"0";"0";"职业";"8";"8";"8";"1,921";"600";"0.0%";"0.0%";"116,192"
"Majestic SC";"Burkina Faso";"Burkinabé D1";"2,750";"0.0";"127,640";"0";"0";"0";"职业";"5";"2";"3";"1,000";"250";"0.0%";"0.0%";"13,139,370"
"Mainz 05 II";"Germany";"Regional Div. Southwest";"4,100";"20.8";"0";"0";"0";"0";"职业";"7";"4";"1";"20,300";"558";"66.1%";"72.9%";"879,282"
"Mainz 05";"Germany";"Bundesliga 2";"6,566";"26.8";"70,839,370";"20,811,780";"58,969,460";"339,900";"职业";"16";"14";"14";"33,305";"24,777";"74.2%";"76.8%";"918"
"Maidstone Utd";"England";"Vanarama South";"2,847";"20.2";"35,080";"0";"0";"0";"职业";"7";"5";"4";"4,200";"2,319";"49.9%";"56.6%";"8,325,049"
"Maguary (PE)";"Brazil";"Lower Division";"936";"26.5";"10,860";"0";"0";"0";"职业";"4";"4";"5";"5,000";"200";"57.4%";"61.8%";"2,000,099,931"
"Magesi FC";"South Africa";"National First Division";"3,900";"0.0";"109,070";"0";"0";"0";"职业";"5";"6";"7";"15,000";"250";"0.0%";"0.0%";"65,025,781"
"Mageense";"Brazil";"Lower Division";"700";"0.0";"0";"0";"0";"0";"职业";"5";"4";"4";"4,000";"100";"0.0%";"0.0%";"19,364,905"
"Magé Brescia";"Brazil";"Lower Division";"450";"0.0";"0";"0";"0";"0";"职业";"3";"3";"5";"7,000";"200";"0.0%";"0.0%";"19,045,495"
"Magdeburg";"Germany";"Bundesliga 2";"5,400";"25.2";"3,220,380";"0";"0";"0";"职业";"11";"11";"8";"28,500";"22,710";"69.6%";"72.6%";"2,233"
"Magallanes";"Chile";"First Division B";"4,400";"0.0";"5,180,520";"0";"0";"0";"职业";"10";"11";"7";"3,500";"1,100";"0.0%";"0.0%";"130,797"
"Mafunzo";"Zanzibar";"Premier Division";"1,150";"0.0";"0";"0";"0";"0";"职业";"4";"4";"4";"15,000";"250";"0.0%";"0.0%";"13,100,115"
"Mafra";"Portugal";"PT 3rd Division S";"5,100";"24.4";"256,160";"0";"0";"0";"职业";"11";"11";"11";"2,000";"731";"65.3%";"69.3%";"736,258"
"Madura United";"Indonesia";"League One";"2,850";"34.3";"473,500";"0";"0";"0";"职业";"6";"5";"10";"15,000";"3,356";"17.5%";"17.8%";"41,051,597"
"Madura FC";"Indonesia";"League Two";"1,900";"0.0";"263,870";"0";"0";"0";"职业";"3";"2";"2";"15,000";"250";"0.0%";"0.0%";"41,039,130"
"Madiun Putra";"Indonesia";"League Four";"1,600";"0.0";"43,200";"0";"0";"0";"职业";"2";"1";"2";"15,000";"7,500";"0.0%";"0.0%";"41,021,627"
"Madison";"U.S.A.";"USSL Division One";"3,496";"26.0";"2,950";"0";"0";"0";"职业";"6";"3";"3";"5,000";"4,275";"62.2%";"66.6%";"20,047,511"
"MAD";"Brazil";"Lower Division";"3,619";"26.5";"218,740";"0";"0";"0";"职业";"10";"8";"8";"5,014";"900";"63.2%";"68.1%";"107,220"
"Ma?va";"Serbia";"SuperLeague";"3,000";"28.0";"912,260";"0";"0";"0";"职业";"7";"7";"7";"5,494";"820";"6.2%";"6.2%";"5,740,640"
"Macclesfield";"England";"Jupiler Pro League";"3,650";"0.0";"0";"0";"0";"0";"职业";"8";"5";"5";"5,300";"1,100";"0.0%";"0.0%";"678"
"Maccabi Tel-Aviv";"Israel";"Premier League";"6,095";"28.0";"22,641,130";"0";"0";"0";"职业";"15";"17";"17";"29,108";"25,360";"51.9%";"54.0%";"1,097"
"Maccabi Petach-Tikva";"Israel";"Premier League";"4,750";"23.7";"618,560";"0";"0";"0";"职业";"13";"14";"17";"11,500";"1,250";"36.1%";"39.0%";"1,096"
"Maccabi Netanya";"Israel";"Premier League";"5,100";"29.0";"305,140";"0";"0";"0";"职业";"13";"11";"12";"13,610";"5,500";"25.3%";"25.6%";"1,095"
"Maccabi Jaffa";"Israel";"National League";"3,500";"28.0";"0";"0";"0";"0";"职业";"6";"7";"8";"3,500";"700";"6.5%";"6.5%";"42,006,473"
"Maccabi Herzliya";"Israel";"National League";"2,900";"31.0";"0";"0";"0";"0";"职业";"10";"10";"8";"8,100";"100";"5.0%";"5.2%";"1,094"
"Maccabi Haifa";"Israel";"Premier League";"5,996";"27.6";"2,361,360";"0";"0";"0";"职业";"15";"17";"16";"30,870";"32,500";"71.1%";"74.3%";"1,093"
"Macarthur FC";"Australia";"A-League";"5,155";"29.1";"2,121,180";"0";"0";"0";"职业";"12";"9";"13";"20,000";"4,040";"68.3%";"69.9%";"15,086,550"
"Macará";"Ecuador";"Serie A";"5,050";"20.0";"452,090";"0";"0";"0";"职业";"12";"9";"9";"16,467";"2,987";"41.5%";"47.5%";"131,108"
"Macapá";"Brazil";"Lower Division";"778";"17.0";"0";"0";"0";"0";"职业";"5";"2";"6";"13,680";"2,000";"9.6%";"11.2%";"313,258"
"MAC";"Brazil";"Lower Division";"1,500";"0.0";"260";"0";"0";"0";"职业";"6";"7";"6";"15,000";"404";"0.0%";"0.0%";"311,971"
"MA Tétouan";"Morocco";"Botola 1";"4,000";"0.0";"1,064,800";"0";"0";"0";"职业";"9";"7";"8";"15,000";"10,000";"0.0%";"0.0%";"5,380,023"
"M.C. Torque";"Uruguay";"First Division";"4,850";"26.6";"779,790";"0";"0";"0";"职业";"15";"15";"8";"60,235";"120";"56.7%";"58.8%";"78,027,478"
"LYS FC";"Ivory Coast";"Ivorian Ligue 1";"3,500";"18.8";"110,100";"0";"0";"0";"职业";"5";"4";"4";"8,000";"250";"20.1%";"23.9%";"12,076,506"
"Lyra Lierse";"Belgium";"First National Amateur";"4,113";"27.1";"-222,680";"1,047,450";"1,051,260";"14,890";"职业";"12";"12";"14";"5,000";"1,766";"60.6%";"62.9%";"239"
"Lyon";"France";"Ligue 1";"7,920";"26.9";"27,123,040";"34,452,520";"20,050,580";"1,028,630";"职业";"17";"17";"16";"59,186";"52,715";"77.4%";"80.2%";"865"
"Lyngby";"Denmark";"NordicBet Liga";"5,100";"0.0";"3,881,190";"0";"0";"0";"职业";"12";"14";"14";"10,100";"6,000";"0.0%";"0.0%";"533"
"Luziania";"Brazil";"Lower Division";"1,100";"0.0";"0";"0";"0";"0";"职业";"4";"4";"6";"14,000";"1,000";"0.0%";"0.0%";"313,267"
"Luzern";"Switzerland";"Super League";"5,823";"25.1";"5,734,310";"0";"0";"0";"职业";"11";"11";"13";"16,490";"13,105";"51.9%";"54.6%";"1,851"
"LUV";"Brazil";"Lower Division";"1,843";"27.1";"60,370";"0";"0";"0";"职业";"10";"10";"6";"13,000";"1,000";"44.3%";"47.1%";"8,832,317"
"Luton Town";"England";"Sky Bet Championship";"5,995";"26.3";"-494,940";"5,969,350";"0";"596,940";"职业";"14";"0";"10";"11,300";"12,253";"73.1%";"77.3%";"677"
"Lusitania Lourosa";"Portugal";"Liga Portugal 2";"4,472";"24.2";"3,686,080";"1,522,350";"1,434,050";"31,660";"职业";"13";"12";"11";"8,000";"943";"64.7%";"69.3%";"2,404"
"Lunds BK";"Sweden";"First Division North";"3,448";"25.0";"410,030";"17,280";"16,940";"13,520";"职业";"8";"7";"4";"5,000";"448";"62.8%";"68.5%";"2,170"
"Lumezzane";"Italy";"Serie C/A";"3,650";"24.5";"68,370";"0";"0";"0";"职业";"8";"6";"7";"4,150";"262";"62.2%";"65.7%";"1,145"
"Luján";"Argentina";"Fourth Division AFA";"3,650";"24.7";"0";"0";"0";"0";"职业";"7";"3";"7";"600";"2,300";"62.7%";"67.4%";"952,718"
"Lugo B";"Spain";"Spanish Federation 3 Gr 1";"3,500";"16.4";"0";"0";"0";"0";"职业";"2";"1";"1";"7,070";"250";"24.2%";"30.7%";"67,271,739"
"Lugo";"Spain";"LaLiga SmartBank";"6,001";"26.4";"4,617,500";"1,484,010";"1,038,920";"155,120";"职业";"10";"8";"11";"7,070";"2,500";"68.6%";"72.3%";"1,695"
"Lugano";"Switzerland";"Super League";"6,099";"25.6";"11,804,810";"0";"0";"0";"职业";"11";"10";"10";"14,873";"3,511";"74.0%";"76.2%";"1,850"
"Ludogorets";"Bulgaria";"First League";"6,498";"28.5";"32,196,020";"0";"0";"0";"职业";"17";"17";"15";"10,471";"2,400";"73.4%";"75.1%";"22,003,969"
"Lucena (PB)";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"4";"4";"5";"2,500";"200";"0.0%";"0.0%";"19,259,058"
"Lucena";"Spain";"Jupiler Pro League";"3,350";"0.0";"0";"0";"0";"0";"职业";"5";"3";"7";"5,000";"2,000";"0.0%";"0.0%";"814,514"
"Lucchese";"Italy";"Serie C/B";"4,500";"26.7";"137,710";"0";"0";"0";"职业";"9";"8";"7";"7,386";"2,100";"66.0%";"69.3%";"1,144"
"Lubumbashi";"DR Congo";"Linafoot A";"3,000";"19.0";"0";"0";"0";"0";"职业";"4";"3";"2";"35,000";"250";"4.7%";"5.9%";"13,135,407"
"Lübeck";"Germany";"Regional Div. Northeast";"4,350";"27.3";"0";"0";"0";"0";"职业";"9";"7";"6";"10,800";"3,674";"65.6%";"69.3%";"959"
"LPRC Oilers";"Liberia";"Premier League";"1,850";"0.0";"31,250";"0";"0";"0";"职业";"3";"1";"1";"25,000";"250";"0.0%";"0.0%";"5,340,999"
"Louletano";"Portugal";"PT Championship D";"4,250";"24.3";"0";"0";"0";"0";"职业";"13";"10";"10";"30,000";"750";"62.9%";"67.6%";"2,446"
"Louisville";"U.S.A.";"USSL-C Eastern Conference";"4,000";"25.3";"103,600";"0";"0";"0";"职业";"12";"4";"4";"15,304";"9,850";"64.2%";"69.1%";"20,032,876"
"Loudoun United";"U.S.A.";"USSL-C Eastern Conference";"3,250";"25.6";"0";"0";"0";"0";"职业";"3";"2";"1";"5,000";"2,500";"62.5%";"67.2%";"20,047,503"
"Lotus B?ile Felix";"Romania";"Liga III Seria 10";"3,100";"0.0";"0";"0";"0";"0";"职业";"1";"5";"4";"1,500";"200";"0.0%";"0.0%";"2,000,111,717"
"Loto FC";"Benin";"Beninese Ligue 1 - B";"3,000";"17.3";"214,920";"0";"0";"0";"职业";"6";"6";"6";"2,000";"250";"15.1%";"17.3%";"2,000,094,950"
"Lotería del Táchira";"Venezuela";"Jupiler Pro League";"2,250";"0.0";"59,960";"0";"0";"0";"职业";"2";"2";"2";"2,625";"250";"0.0%";"0.0%";"86,012,632"
"Los Chankas";"Peru";"Copa Peru";"3,750";"28.0";"7,230";"0";"0";"0";"职业";"3";"2";"2";"10,000";"4,000";"12.3%";"12.9%";"77,050,930"
"Los Caimanes";"Peru";"Copa Peru";"3,300";"16.0";"4,970";"0";"0";"0";"职业";"3";"2";"1";"17,758";"1,500";"4.4%";"4.5%";"77,004,056"
"Los Cabos";"Mexico";"Premier League Serie B";"3,000";"23.8";"35,520";"0";"0";"0";"职业";"5";"5";"6";"2,100";"1,200";"59.1%";"66.0%";"2,000,193,775"
"Los Angeles (NASL)";"U.S.A.";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"19";"13";"8";"0";"14,334";"0.0%";"0.0%";"72,024,005"
"Los Andes";"Argentina";"Second Division";"4,985";"25.9";"582,330";"623,610";"692,560";"14,290";"职业";"10";"6";"6";"36,942";"8,050";"65.9%";"68.8%";"102,495"
"Loros Colima";"Mexico";"Jupiler Pro League";"3,850";"22.6";"0";"0";"0";"0";"职业";"8";"6";"7";"14,000";"4,404";"57.9%";"65.4%";"51,008,740"
"Lori";"Armenia";"Lower League";"2,900";"0.0";"8,510";"0";"0";"0";"职业";"6";"5";"5";"4,000";"250";"0.0%";"0.0%";"498,455"
"Lorca D.";"Spain";"Spanish Federation 3 Gr13";"3,050";"19.0";"0";"0";"0";"0";"职业";"3";"3";"2";"8,120";"250";"14.5%";"17.8%";"67,224,700"
"Lorca At.";"Spain";"Jupiler Pro League";"50";"0.0";"0";"0";"0";"0";"职业";"1";"1";"1";"8,120";"1,500";"0.0%";"0.0%";"813,978"
"Londrina B";"Brazil";"Jupiler Pro League";"500";"0.0";"0";"0";"0";"0";"职业";"5";"7";"6";"8,000";"653";"0.0%";"0.0%";"19,008,145"
"Londrina";"Brazil";"Brasileiro Série C";"5,127";"25.9";"588,820";"0";"0";"0";"职业";"12";"12";"9";"26,000";"2,679";"64.6%";"69.2%";"900,678"
"Lommel SK";"Belgium";"Jupiler Pro League";"5,141";"23.6";"1,062,040";"-831,750";"-82,150";"120,240";"职业";"11";"11";"12";"5,411";"6,824";"69.1%";"77.1%";"8,157,175"
"Lokomotyv Kyiv";"Ukraine";"Second League";"1,000";"25.0";"0";"0";"0";"0";"职业";"6";"6";"6";"1,704";"200";"5.1%";"5.7%";"5,325,518"
"Lokomotiv-Kazanka";"Russia";"Jupiler Pro League";"3,150";"0.0";"0";"0";"0";"0";"职业";"10";"3";"-1";"10,007";"385";"0.0%";"0.0%";"58,137,490"
"Lokomotivi Tb.";"Georgia";"National League 2";"4,050";"0.0";"0";"0";"0";"0";"职业";"6";"8";"17";"1,000";"300";"0.0%";"0.0%";"483,911"
"Lokomotiva Kosice";"Slovakia";"Lower Division";"1,750";"0.0";"0";"0";"0";"0";"职业";"5";"4";"7";"1,000";"500";"0.0%";"0.0%";"1,618"
"Lokomotiva";"Croatia";"First League";"5,249";"24.8";"11,777,510";"0";"0";"0";"职业";"13";"12";"18";"8,850";"1,438";"24.8%";"25.2%";"129,859"
"Lokomotiv Toshkent";"Uzbekistan";"Superleague";"4,250";"28.2";"0";"0";"0";"0";"职业";"9";"8";"9";"8,000";"1,200";"61.0%";"62.8%";"7,900,547"
"Lokomotiv Sofia";"Bulgaria";"First League";"4,500";"31.0";"0";"0";"0";"0";"职业";"11";"10";"11";"22,000";"475";"12.2%";"12.4%";"352"
"Lokomotiv Plovdiv";"Bulgaria";"First League";"5,499";"25.0";"2,315,610";"0";"0";"0";"职业";"11";"10";"13";"14,000";"2,500";"5.7%";"5.9%";"351"
"Lokomotiv Moscow";"Russia";"Premier League";"6,466";"26.0";"42,951,410";"32,985,950";"21,538,700";"444,640";"职业";"14";"12";"10";"27,320";"7,625";"73.9%";"78.0%";"1,525"
"Lokomotiv Gomel";"Belarus";"First League";"3,500";"0.0";"158,920";"0";"0";"0";"职业";"12";"10";"4";"1,950";"144";"0.0%";"0.0%";"17,033,577"
"Lokeren";"Belgium";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"12";"12";"14";"0";"7,800";"0.0%";"0.0%";"265"
"Logro?és C.F.";"Spain";"Jupiler Pro League";"50";"0.0";"0";"0";"0";"0";"职业";"13";"9";"5";"16,000";"1,000";"0.0%";"0.0%";"824,317"
"Logro?és B";"Spain";"Spanish Federation 3 Gr16";"3,500";"22.5";"0";"0";"0";"0";"职业";"2";"1";"1";"3,500";"500";"11.1%";"12.7%";"67,121,483"
"Logro?és";"Spain";"Spanish Federation 2 Gr 2";"4,700";"26.9";"191,040";"0";"0";"0";"职业";"13";"9";"11";"16,000";"4,500";"65.7%";"70.3%";"67,089,705"
"Lobos Zacatepec";"Mexico";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"6";"4";"4";"0";"2,500";"0.0%";"0.0%";"2,000,026,562"
"Lobos ULMX";"Mexico";"Serie A Group II";"3,150";"19.3";"0";"0";"0";"0";"职业";"6";"5";"6";"23,300";"250";"27.6%";"35.5%";"2,000,135,727"
"Lobos BUAP Prepa";"Mexico";"Jupiler Pro League";"1,400";"0.0";"0";"0";"0";"0";"职业";"8";"8";"7";"500";"200";"0.0%";"0.0%";"51,008,748"
"Lobos BUAP";"Mexico";"Jupiler Pro League";"3,900";"23.1";"0";"0";"0";"0";"职业";"11";"8";"8";"21,750";"250";"58.6%";"65.2%";"5,666,503"
"Lobi Stars";"Nigeria";"Premier League";"4,450";"21.0";"0";"0";"0";"0";"职业";"8";"9";"9";"20,000";"5,000";"17.0%";"19.9%";"5,340,758"
"LN Xingguang";"China";"Jupiler Pro League";"2,500";"0.0";"294,120";"0";"0";"0";"职业";"13";"6";"6";"0";"3,750";"0.0%";"0.0%";"5,625,328"
"LN Tieren";"China";"Non-League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"3";"2";"15,000";"551";"0.0%";"0.0%";"2,000,337,864"
"LN SY Urban";"China";"Second Division North";"1,957";"22.2";"500,900";"154,320";"152,380";"9,930";"职业";"3";"3";"2";"15,000";"384";"50.1%";"53.2%";"23,318,717"
"LN PFTZ DL Huayi";"China";"Amateur League";"250";"0.0";"0";"0";"0";"0";"职业";"2";"1";"-1";"0";"250";"0.0%";"0.0%";"2,000,208,907"
"Lleida";"Spain";"Spanish Federation 2 Gr 3";"4,400";"27.3";"3,234,850";"263,800";"222,660";"71,590";"职业";"14";"12";"10";"13,500";"2,000";"65.1%";"69.9%";"67,148,466"
"Llapi";"Kosovo";"Superleague";"2,150";"0.0";"414,060";"0";"0";"0";"职业";"6";"3";"6";"7,000";"250";"0.0%";"0.0%";"8,351,581"
"Llaneros F.C.";"Colombia";"Second Division";"5,450";"24.5";"203,420";"0";"0";"0";"职业";"9";"9";"9";"18,000";"2,000";"12.0%";"12.7%";"76,033,284"
"Llaneros E.F.";"Venezuela";"Jupiler Pro League";"2,450";"17.3";"514,590";"0";"0";"0";"职业";"6";"5";"6";"13,000";"1,845";"46.5%";"63.6%";"78,016,112"
"Llanera";"Spain";"Spanish Federation 3 Gr 2";"2,700";"17.0";"0";"0";"0";"0";"职业";"8";"8";"10";"500";"300";"17.7%";"21.5%";"67,128,769"
"Llacuabamba";"Peru";"Second Division";"4,250";"0.0";"23,320";"0";"0";"0";"职业";"5";"5";"5";"8,000";"3,500";"0.0%";"0.0%";"77,064,268"
"?KS ?ód?";"Poland";"First Division";"4,100";"26.2";"3,929,790";"0";"0";"0";"职业";"12";"12";"11";"18,029";"9,100";"53.9%";"57.0%";"1,454"
"LJ Jiayunhao";"China";"Jupiler Pro League";"2,350";"0.0";"97,300";"0";"0";"0";"职业";"6";"5";"2";"32,800";"6,287";"0.0%";"0.0%";"23,195,904"
"Livyi Bereh";"Ukraine";"First League";"2,757";"26.2";"101,010";"0";"4,710";"7,040";"职业";"5";"6";"5";"4,700";"618";"60.9%";"65.4%";"2,000,032,124"
"Livingston";"Scotland";"cinch Premiership";"5,176";"26.3";"4,675,090";"4,212,080";"3,464,430";"50,070";"职业";"8";"5";"5";"9,713";"4,027";"67.6%";"71.7%";"1,581"
"Liverpool F.C.";"Uruguay";"First Division";"4,944";"29.3";"1,691,870";"0";"0";"0";"职业";"7";"13";"16";"6,589";"708";"42.5%";"43.9%";"1,920"
"Liverpool";"England";"Premier League";"8,663";"25.4";"154,913,660";"133,348,360";"79,270,170";"4,424,050";"职业";"20";"20";"17";"61,276";"53,283";"86.6%";"88.7%";"676"
"Liubomyr";"Ukraine";"Jupiler Pro League";"1,000";"0.0";"0";"0";"0";"0";"职业";"6";"6";"6";"1,028";"160";"0.0%";"0.0%";"71,033,537"
"Litex II";"Bulgaria";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"13";"14";"14";"8,114";"90";"0.0%";"0.0%";"22,066,453"
"Litex";"Bulgaria";"Second League";"3,700";"24.0";"403,270";"0";"0";"0";"职业";"13";"13";"10";"8,114";"180";"5.7%";"6.1%";"1,300,197"
"LISCR";"Liberia";"Premier League";"1,850";"16.0";"57,970";"0";"0";"0";"职业";"5";"5";"5";"25,000";"250";"9.2%";"10.6%";"5,690,717"
"Lira Jesuense";"Peru";"Copa Peru";"600";"0.0";"19,240";"0";"0";"0";"职业";"1";"1";"1";"8,000";"250";"0.0%";"0.0%";"5,290,610"
"Liptovsky Mikulas";"Slovakia";"Second Division";"3,750";"20.0";"67,680";"0";"0";"0";"职业";"9";"6";"7";"2,000";"1,000";"5.3%";"6.1%";"63,000,893"
"Lipót";"Hungary";"Lower Division";"2,600";"0.0";"0";"0";"0";"0";"职业";"6";"4";"2";"1,000";"250";"0.0%";"0.0%";"38,013,506"
"Lipany";"Slovakia";"Lower Division";"2,250";"0.0";"29,250";"0";"0";"0";"职业";"6";"5";"5";"4,000";"600";"0.0%";"0.0%";"7,564,894"
"Liniers (BB)";"Argentina";"Fourth Division AFA";"3,500";"25.8";"18,050";"0";"0";"0";"职业";"9";"10";"8";"12,000";"300";"63.2%";"66.1%";"3,101,463"
"Liniers";"Argentina";"Fourth Division AFA";"3,400";"28.1";"0";"0";"0";"0";"职业";"6";"5";"3";"1,600";"1,200";"60.1%";"61.3%";"952,716"
"Linhares EC";"Brazil";"Jupiler Pro League";"1";"0.0";"0";"0";"0";"0";"职业";"3";"3";"3";"9,000";"1,400";"0.0%";"0.0%";"301,140"
"Linhares";"Brazil";"Lower Division";"850";"0.0";"0";"0";"0";"0";"职业";"8";"3";"5";"5,281";"659";"0.0%";"0.0%";"19,005,973"
"Linfield";"N.Ireland";"NIFL Premiership";"4,048";"25.9";"4,105,490";"0";"0";"0";"职业";"10";"11";"10";"18,434";"3,966";"59.3%";"62.3%";"1,284"
"Linense B";"Spain";"Regional Division";"750";"0.0";"0";"0";"0";"0";"职业";"1";"1";"1";"1,000";"250";"0.0%";"0.0%";"2,000,206,299"
"Linense (SP)";"Brazil";"Lower Division";"2,000";"28.6";"0";"0";"0";"0";"职业";"8";"7";"7";"15,000";"850";"26.7%";"28.1%";"314,772"
