name,age,nationality,club,league,position,overall,potential,value,wage,height,weight,preferred_foot,pace,shooting,passing,dribbling,defending,physical
Noah De Jong,31,Netherlands,AC Milan,Serie A,GK,77,76,7700000,1000,193,90,Right,53,51,82,59,87,82
Rodrigo Santos,28,Portugal,AC Milan,Serie A,CB,75,76,9750000,1000,183,78,Left,75,51,69,67,87,81
Oliver Williams,34,England,AC Milan,Serie A,CB,75,83,5250000,1000,189,85,Left,79,60,70,66,76,74
Lucas Van Dijk,21,Netherlands,AC Milan,Serie A,CB,71,66,8999250,1000,185,81,Right,79,49,67,62,66,73
Jack Brown,25,England,AC Milan,Serie A,CB,80,89,10400000,1000,190,78,Right,73,68,84,76,75,89
Juan García,30,Argentina,AC Milan,Serie A,LB,78,83,8580000,1000,177,65,Left,76,73,79,69,74,75
Finn Weber,34,Germany,AC Milan,Serie A,LB,82,82,5740000,1000,177,64,Left,80,61,73,71,94,86
Lourenço Silva,22,Portugal,AC Milan,Serie A,RB,81,81,10530000,1000,175,66,Right,72,67,72,80,89,84
Noud De Vries,34,Netherlands,AC Milan,Serie A,RB,82,97,5740000,1000,185,81,Right,85,60,91,86,82,85
Thomas Davis,31,England,AC Milan,Serie A,CDM,74,86,7400000,1000,190,80,Right,79,79,73,74,80,71
Ben Meyer,30,Germany,AC Milan,Serie A,CDM,68,81,7480000,1000,195,90,Right,70,70,72,66,74,67
Riccardo Esposito,31,Italy,AC Milan,Serie A,CM,73,82,7300000,1000,172,64,Left,67,60,70,64,66,84
Afonso Costa,32,Portugal,AC Milan,Serie A,CM,78,90,7020000,1000,183,70,Right,70,77,74,83,77,74
Alessandro Romano,22,Italy,AC Milan,Serie A,CM,75,81,10042500,1000,175,72,Right,68,75,73,70,70,74
Dinis Oliveira,24,Portugal,AC Milan,Serie A,CAM,74,86,9620000,1000,184,75,Left,69,75,78,73,58,62
Juan Pérez,31,Argentina,AC Milan,Serie A,CAM,77,80,7700000,1000,182,74,Left,72,84,78,78,66,71
Arthur Martin,25,France,AC Milan,Serie A,LM,83,94,10790000,1000,185,81,Left,86,87,78,83,63,79
Jules Willems,22,Belgium,AC Milan,Serie A,RM,77,78,10060049,1000,184,85,Right,77,79,85,92,63,67
Lucas Claes,23,Belgium,AC Milan,Serie A,LW,75,75,9750000,1000,184,85,Right,80,90,70,75,56,83
Max Wagner,21,Germany,AC Milan,Serie A,RW,79,85,10578100,1000,172,63,Right,78,69,89,85,67,74
Jonas Schmidt,22,Germany,AC Milan,Serie A,CF,77,85,10410400,1000,181,68,Left,90,77,77,90,59,74
Felipe García,30,Argentina,AC Milan,Serie A,ST,71,86,7810000,1000,184,75,Right,75,82,66,67,54,73
Daniel López,29,Spain,AC Milan,Serie A,ST,83,78,9960000,1000,188,84,Left,84,79,76,85,73,90
James Jones,29,England,AC Milan,Serie A,ST,74,74,8880000,1000,179,68,Left,73,67,69,71,55,73
Daan Jansen,31,Netherlands,Juventus,Serie A,GK,71,79,7100000,1000,198,98,Right,55,41,59,54,77,71
Gabriel Petit,27,France,Juventus,Serie A,GK,76,75,9880000,1000,185,72,Right,56,61,75,71,73,76
Milan Smit,31,Netherlands,Juventus,Serie A,CB,79,83,7900000,1000,189,84,Right,72,73,82,68,80,83
Paul Schneider,32,Germany,Juventus,Serie A,CB,80,79,7200000,1000,185,73,Left,75,55,79,67,76,84
Jonas Fischer,33,Germany,Juventus,Serie A,CB,70,74,5600000,1000,194,94,Right,78,48,62,70,84,79
Noah Weber,30,Germany,Juventus,Serie A,CB,83,81,9130000,1000,193,83,Right,79,61,90,68,79,85
Benicio Pérez,21,Argentina,Juventus,Serie A,LB,72,67,9126000,1000,171,58,Right,68,52,79,67,73,79
Francesco Rossi,26,Italy,Juventus,Serie A,LB,68,73,8840000,1000,175,70,Left,74,50,75,53,74,68
Juan González,21,Argentina,Juventus,Serie A,RB,81,88,10898550,1000,183,74,Right,84,63,78,71,93,82
James Van Dijk,24,Netherlands,Juventus,Serie A,RB,82,90,10660000,1000,172,69,Right,75,77,89,79,82,89
Lourenço Costa,27,Portugal,Juventus,Serie A,CDM,76,74,9880000,1000,183,71,Left,70,77,76,72,73,90
Paul Fischer,26,Germany,Juventus,Serie A,CDM,72,81,9360000,1000,194,81,Right,77,67,67,74,77,82
Bautista González,27,Argentina,Juventus,Serie A,CM,78,91,10140000,1000,175,62,Right,71,83,81,75,70,92
Elias Becker,27,Germany,Juventus,Serie A,CM,70,79,9100000,1000,173,71,Right,73,73,82,80,67,82
Jules Durand,23,France,Juventus,Serie A,CM,67,66,8710000,1000,182,80,Right,69,69,74,62,76,73
Noah Maes,26,Belgium,Juventus,Serie A,CAM,81,82,10530000,1000,179,71,Right,86,78,95,84,74,86
Charlie Jones,23,England,Juventus,Serie A,CAM,67,76,8710000,1000,178,80,Left,75,70,80,71,49,66
Jules Goossens,21,Belgium,Juventus,Serie A,LM,67,79,9232600,1000,184,79,Right,77,65,79,73,56,64
Léo Thomas,33,France,Juventus,Serie A,RM,83,87,6640000,1000,173,73,Right,85,82,92,94,73,74
Bautista Pérez,24,Argentina,Juventus,Serie A,LW,67,70,8710000,1000,179,76,Left,81,62,77,78,49,57
Gael Santos,20,Brazil,Juventus,Serie A,RW,72,79,8942400,1000,174,75,Left,79,74,71,84,61,63
Oliver Jones,29,England,Juventus,Serie A,CF,75,81,9000000,1000,186,75,Left,70,82,82,88,62,71
George Wilson,24,England,Juventus,Serie A,ST,74,88,9620000,1000,187,88,Right,72,81,75,82,51,64
Elias Meyer,20,Germany,Juventus,Serie A,ST,68,63,7956000,1000,181,68,Right,74,81,70,75,41,76
Lucas Jacobs,20,Belgium,Juventus,Serie A,ST,78,85,9687600,1000,182,71,Right,81,92,86,79,62,85
Adam Durand,32,France,Napoli,Serie A,GK,65,76,5850000,1000,200,85,Right,43,50,55,58,75,56
William Brown,29,England,Napoli,Serie A,GK,75,73,9000000,1000,186,79,Right,59,54,68,59,84,66
Thiago López,31,Argentina,Napoli,Serie A,CB,74,82,7400000,1000,191,88,Right,69,58,65,71,73,73
Daniel Martínez,30,Spain,Napoli,Serie A,CB,77,87,8470000,1000,185,81,Right,72,57,72,65,91,72
Heitor Souza,31,Brazil,Napoli,Serie A,CB,73,82,7300000,1000,195,80,Right,78,57,78,70,77,77
Davi Souza,30,Brazil,Napoli,Serie A,CB,77,82,8470000,1000,185,74,Left,84,59,77,62,87,74
Jonas Meyer,32,Germany,Napoli,Serie A,LB,75,76,6750000,1000,173,65,Right,84,51,65,67,82,74
Paul Schmidt,32,Germany,Napoli,Serie A,LB,79,81,7110000,1000,174,75,Right,74,67,77,81,94,81
Lucas Willems,32,Belgium,Napoli,Serie A,RB,74,86,6660000,1000,180,72,Left,82,58,69,70,73,79
Alejandro Rodríguez,29,Spain,Napoli,Serie A,RB,74,84,8880000,1000,181,69,Right,66,50,74,60,85,70
Theo Santos,25,Brazil,Napoli,Serie A,CDM,78,87,10140000,1000,187,81,Right,75,74,93,74,79,77
Arthur Robert,22,France,Napoli,Serie A,CDM,78,76,10038600,1000,188,83,Right,82,69,81,77,87,79
George Brown,28,England,Napoli,Serie A,CM,80,92,10400000,1000,170,65,Left,73,81,81,83,72,77
Lorenzo Ferrari,27,Italy,Napoli,Serie A,CM,65,76,8450000,1000,185,76,Right,57,61,65,70,72,75
Leonardo Bianchi,34,Italy,Napoli,Serie A,CM,77,77,5390000,1000,180,69,Right,72,65,86,76,80,82
Andrea Esposito,28,Italy,Napoli,Serie A,CAM,80,76,10400000,1000,173,63,Right,88,85,81,84,68,77
Lourenço Rodrigues,28,Portugal,Napoli,Serie A,CAM,76,76,9880000,1000,182,70,Right,78,72,83,75,64,73
Bruno Martínez,21,Argentina,Napoli,Serie A,LM,64,60,8153600,1000,173,61,Right,69,69,66,77,44,66
Andrea Ferrari,22,Italy,Napoli,Serie A,RM,66,78,9094800,1000,183,78,Right,66,76,70,73,54,67
Sem Van der Meer,29,Netherlands,Napoli,Serie A,LW,75,84,9000000,1000,175,73,Right,80,85,83,81,61,69
Daan De Jong,22,Netherlands,Napoli,Serie A,RW,68,65,8707400,1000,184,84,Right,80,77,78,65,42,67
Levi Van der Meer,22,Netherlands,Napoli,Serie A,CF,78,73,9886500,1000,192,87,Right,89,77,76,83,51,76
Gabriele Ricci,32,Italy,Napoli,Serie A,ST,69,80,6210000,1000,184,73,Left,69,82,65,84,39,65
Milan Smit,28,Netherlands,Napoli,Serie A,ST,67,64,8710000,1000,187,80,Right,77,74,59,70,47,75
James Williams,21,England,Napoli,Serie A,ST,78,87,10596300,1000,187,74,Right,83,72,85,86,61,86
Lorenzo Romano,24,Italy,Roma,Serie A,GK,74,85,9620000,1000,185,85,Right,49,54,65,58,76,64
Martín Fernández,35,Spain,Roma,Serie A,GK,66,61,3960000,1000,192,81,Right,56,45,55,56,67,59
Gabriele Rossi,30,Italy,Roma,Serie A,CB,65,76,7150000,1000,188,77,Right,58,41,64,60,61,64
Louis Durand,24,France,Roma,Serie A,CB,76,73,9880000,1000,188,89,Left,78,63,70,75,73,77
Pedro Souza,24,Brazil,Roma,Serie A,CB,75,77,9750000,1000,195,81,Right,65,70,75,77,80,83
Daniel López,28,Spain,Roma,Serie A,CB,71,68,9230000,1000,193,88,Right,73,53,79,71,84,71
Davi Santos,22,Brazil,Roma,Serie A,LB,76,80,10077600,1000,177,76,Right,85,52,70,77,78,86
Miguel Rodrigues,21,Portugal,Roma,Serie A,LB,69,81,9508200,1000,183,81,Right,59,54,66,63,69,66
Bruno López,22,Argentina,Roma,Serie A,RB,77,74,9859850,1000,171,61,Right,81,62,87,68,82,81
Bruno González,26,Argentina,Roma,Serie A,RB,67,63,8710000,1000,176,63,Left,72,48,57,60,66,77
Felipe Pérez,23,Argentina,Roma,Serie A,CDM,80,78,10400000,1000,187,81,Right,78,79,78,86,88,82
Lucas Jacobs,21,Belgium,Roma,Serie A,CDM,77,90,10660650,1000,195,81,Right,82,74,80,86,87,72
Adam Maes,29,Belgium,Roma,Serie A,CM,72,86,8640000,1000,184,78,Right,73,60,74,72,79,81
Elias Schmidt,28,Germany,Roma,Serie A,CM,72,73,9360000,1000,170,71,Right,65,60,79,70,63,73
Louis Bernard,29,France,Roma,Serie A,CM,79,80,9480000,1000,185,85,Right,80,80,81,76,75,86
Arthur Durand,21,France,Roma,Serie A,CAM,72,70,9266400,1000,177,64,Right,67,81,70,78,58,73
Mateo Gómez,29,Argentina,Roma,Serie A,CAM,68,75,8160000,1000,174,72,Right,68,59,71,65,53,60
Hugo Martínez,28,Spain,Roma,Serie A,LM,78,77,10140000,1000,170,66,Right,75,68,74,88,66,66
Louis Maes,25,Belgium,Roma,Serie A,RM,75,77,9750000,1000,172,60,Right,85,84,79,73,59,64
Arthur Martin,29,France,Roma,Serie A,LW,79,78,9480000,1000,182,76,Right,87,75,74,79,60,71
Rodrigo Ferreira,22,Portugal,Roma,Serie A,RW,73,68,9252750,1000,178,71,Left,81,66,66,85,62,64
Jack Jones,27,England,Roma,Serie A,CF,80,88,10400000,1000,179,78,Left,76,85,70,79,67,82
Miguel Silva,22,Portugal,Roma,Serie A,ST,65,61,8281000,1000,187,83,Left,72,80,68,64,37,73
Heitor Alves,28,Brazil,Roma,Serie A,ST,64,59,8320000,1000,183,83,Right,78,64,54,60,37,69
Alessandro Romano,32,Italy,Roma,Serie A,ST,64,59,5760000,1000,190,90,Left,78,68,56,65,35,74
Miguel Ferreira,24,Portugal,Lazio,Serie A,GK,67,68,8710000,1000,197,83,Right,57,39,72,59,72,61
Paul Müller,35,Germany,Lazio,Serie A,GK,72,77,4320000,1000,193,91,Left,62,45,75,57,79,64
Afonso Rodrigues,25,Portugal,Lazio,Serie A,CB,73,75,9490000,1000,189,76,Left,70,57,72,62,73,79
Paul Wagner,21,Germany,Lazio,Serie A,CB,68,73,9061000,1000,185,77,Right,66,45,62,53,81,71
Arthur Durand,23,France,Lazio,Serie A,CB,76,90,9880000,1000,183,75,Right,71,64,86,81,82,81
Leo González,28,Spain,Lazio,Serie A,CB,77,74,10010000,1000,193,92,Right,76,69,67,66,80,83
Davi Santos,27,Brazil,Lazio,Serie A,LB,65,64,8450000,1000,173,63,Right,58,50,72,68,62,65
Benicio López,32,Argentina,Lazio,Serie A,LB,77,80,6930000,1000,185,84,Right,80,56,73,76,84,73
Harry Jones,28,England,Lazio,Serie A,RB,72,67,9360000,1000,177,78,Right,79,49,80,60,85,68
Rodrigo Ferreira,22,Portugal,Lazio,Serie A,RB,77,81,10210200,1000,171,59,Right,85,68,73,74,91,76
Andrea Esposito,25,Italy,Lazio,Serie A,CDM,72,83,9360000,1000,189,83,Right,63,73,72,65,69,85
James Jansen,25,Netherlands,Lazio,Serie A,CDM,77,77,10010000,1000,185,71,Left,69,67,78,82,71,72
Davi Silva,24,Brazil,Lazio,Serie A,CM,70,65,9100000,1000,171,58,Left,72,62,74,72,74,72
Noah Peeters,21,Belgium,Lazio,Serie A,CM,80,91,10972000,1000,172,62,Right,73,77,75,70,88,77
Juan Fernández,23,Argentina,Lazio,Serie A,CM,79,80,10270000,1000,184,84,Right,70,76,74,86,79,83
Daan Smit,28,Netherlands,Lazio,Serie A,CAM,72,79,9360000,1000,177,65,Left,67,81,85,83,60,64
Gabriele Russo,22,Italy,Lazio,Serie A,CAM,71,80,9645350,1000,172,62,Right,68,71,68,85,62,64
Gael Rodrigues,23,Brazil,Lazio,Serie A,LM,64,65,8320000,1000,178,65,Left,70,60,69,66,52,62
Mateo García,26,Argentina,Lazio,Serie A,RM,76,89,9880000,1000,178,74,Right,79,78,84,85,60,62
Hugo González,24,Spain,Lazio,Serie A,LW,64,63,8320000,1000,172,63,Left,79,61,70,73,53,63
Oliver Miller,22,England,Lazio,Serie A,RW,65,76,8914750,1000,181,69,Right,68,77,65,64,49,62
Heitor Alves,25,Brazil,Lazio,Serie A,CF,69,71,8970000,1000,183,83,Left,64,68,61,69,58,62
Lucas Jansen,21,Netherlands,Lazio,Serie A,ST,67,75,9058400,1000,179,71,Right,72,68,75,62,46,69
Hugo García,27,Spain,Lazio,Serie A,ST,69,71,8970000,1000,178,73,Right,77,59,60,66,43,76
Alessandro Ricci,21,Italy,Lazio,Serie A,ST,64,61,8195200,1000,189,80,Left,63,72,74,72,36,65
Lucas García,33,Spain,Atalanta,Serie A,GK,68,80,5440000,1000,196,81,Right,56,51,63,55,66,67
Mateo López,33,Argentina,Atalanta,Serie A,GK,65,64,5200000,1000,199,97,Left,49,47,50,48,74,57
Heitor Silva,26,Brazil,Atalanta,Serie A,CB,75,90,9750000,1000,186,81,Right,69,58,72,71,87,83
Pablo Sánchez,29,Spain,Atalanta,Serie A,CB,65,65,7800000,1000,188,77,Right,59,54,60,62,74,60
James Smit,32,Netherlands,Atalanta,Serie A,CB,72,78,6480000,1000,194,91,Left,66,55,64,76,81,80
Noud Bakker,33,Netherlands,Atalanta,Serie A,CB,69,79,5520000,1000,190,78,Right,64,62,60,74,70,75
James Miller,22,England,Atalanta,Serie A,LB,76,80,10077600,1000,185,80,Left,70,58,76,69,77,80
Harry Miller,32,England,Atalanta,Serie A,LB,72,84,6480000,1000,174,64,Left,64,57,82,70,75,78
Felix Weber,30,Germany,Atalanta,Serie A,RB,65,60,7150000,1000,182,76,Right,75,42,58,53,79,75
Francesco Ferrari,28,Italy,Atalanta,Serie A,RB,67,62,8710000,1000,183,76,Right,64,52,75,61,78,67
Mateo Sánchez,29,Spain,Atalanta,Serie A,CDM,60,67,7200000,1000,189,83,Left,61,48,58,51,55,57
Felix Weber,24,Germany,Atalanta,Serie A,CDM,68,65,8840000,1000,195,85,Left,58,56,75,59,67,82
James De Jong,34,Netherlands,Atalanta,Serie A,CM,67,77,4690000,1000,174,64,Right,69,53,63,63,62,63
Francesco Ricci,29,Italy,Atalanta,Serie A,CM,61,58,7320000,1000,172,67,Left,51,52,65,66,54,63
Pablo Rodríguez,30,Spain,Atalanta,Serie A,CM,74,89,8140000,1000,183,70,Right,67,79,81,68,75,88
Harry Johnson,30,England,Atalanta,Serie A,CAM,69,84,7590000,1000,184,80,Right,64,79,67,66,55,68
Heitor Ferreira,29,Brazil,Atalanta,Serie A,CAM,65,63,7800000,1000,170,73,Left,74,71,60,75,49,64
Arthur Jacobs,28,Belgium,Atalanta,Serie A,LM,63,71,8190000,1000,173,73,Left,61,72,73,62,47,54
Jules Mertens,28,Belgium,Atalanta,Serie A,RM,75,73,9750000,1000,176,78,Right,77,66,84,83,58,60
Jonas Müller,30,Germany,Atalanta,Serie A,LW,71,77,7810000,1000,184,71,Left,71,81,69,75,47,65
Gabriele Ferrari,22,Italy,Atalanta,Serie A,RW,63,70,8476650,1000,171,70,Right,70,70,64,72,41,65
Afonso Martins,33,Portugal,Atalanta,Serie A,CF,74,80,5920000,1000,179,79,Right,72,71,82,80,48,66
Miguel Santos,26,Brazil,Atalanta,Serie A,ST,69,68,8970000,1000,184,72,Left,79,59,65,70,50,60
Sem Van den Berg,24,Netherlands,Atalanta,Serie A,ST,66,64,8580000,1000,187,80,Right,65,65,73,70,52,58
Leonardo Rossi,24,Italy,Atalanta,Serie A,ST,63,71,8190000,1000,187,75,Left,68,60,54,62,36,64
Alejandro Pérez,34,Spain,Fiorentina,Serie A,GK,71,83,4970000,1000,197,91,Right,53,48,75,61,68,70
Daan De Vries,23,Netherlands,Fiorentina,Serie A,GK,70,65,9100000,1000,188,82,Right,58,48,59,65,76,73
Daniel Pérez,24,Spain,Fiorentina,Serie A,CB,70,75,9100000,1000,194,82,Left,77,47,74,70,75,68
Finn Meyer,33,Germany,Fiorentina,Serie A,CB,75,86,6000000,1000,184,80,Right,73,54,77,80,71,84
Finn Wagner,21,Germany,Fiorentina,Serie A,CB,64,68,8486400,1000,195,89,Right,65,47,67,63,73,63
George Johnson,28,England,Fiorentina,Serie A,CB,63,58,8190000,1000,190,82,Left,69,52,56,59,70,66
Santiago Rodrigues,31,Portugal,Fiorentina,Serie A,LB,61,62,6100000,1000,173,75,Right,60,43,67,46,61,70
Léo Robert,29,France,Fiorentina,Serie A,LB,70,79,8400000,1000,175,74,Left,65,63,65,65,73,77
James Van den Berg,28,Netherlands,Fiorentina,Serie A,RB,65,77,8450000,1000,179,67,Right,68,53,63,54,60,74
Felipe Gómez,28,Argentina,Fiorentina,Serie A,RB,62,63,8060000,1000,180,73,Right,69,49,67,60,61,68
Adam Jacobs,29,Belgium,Fiorentina,Serie A,CDM,73,84,8760000,1000,190,77,Right,63,66,84,79,75,86
Alessandro Rossi,32,Italy,Fiorentina,Serie A,CDM,70,76,6300000,1000,195,87,Right,60,66,65,76,79,69
Santiago Martins,32,Portugal,Fiorentina,Serie A,CM,62,67,5580000,1000,184,83,Right,52,57,63,72,62,70
Afonso Rodrigues,29,Portugal,Fiorentina,Serie A,CM,74,84,8880000,1000,180,78,Right,69,72,71,82,64,76
Sem Van den Berg,34,Netherlands,Fiorentina,Serie A,CM,65,75,4550000,1000,176,75,Right,59,64,66,60,56,65
Ben Becker,22,Germany,Fiorentina,Serie A,CAM,63,60,8067150,1000,184,81,Right,73,66,77,61,58,51
Juan González,33,Argentina,Fiorentina,Serie A,CAM,69,69,5520000,1000,181,70,Right,72,76,76,82,56,55
Gael Santos,34,Brazil,Fiorentina,Serie A,LM,73,86,5110000,1000,170,64,Right,73,68,68,73,66,76
Noah De Vries,25,Netherlands,Fiorentina,Serie A,RM,65,72,8450000,1000,178,80,Left,61,68,77,60,47,64
Afonso Costa,32,Portugal,Fiorentina,Serie A,LW,62,69,5580000,1000,176,77,Left,67,73,52,58,41,70
Lorenzo Ferrari,26,Italy,Fiorentina,Serie A,RW,74,74,9620000,1000,178,73,Right,87,71,67,83,49,82
Arthur Petit,24,France,Fiorentina,Serie A,CF,60,72,7800000,1000,181,68,Right,67,74,60,63,31,55
Davi Santos,31,Brazil,Fiorentina,Serie A,ST,67,81,6700000,1000,181,71,Right,67,81,72,67,54,59
Paul Wagner,23,Germany,Fiorentina,Serie A,ST,71,86,9230000,1000,178,74,Right,79,62,65,79,54,75
Noah Gómez,27,Argentina,Fiorentina,Serie A,ST,65,77,8450000,1000,188,83,Right,66,73,70,68,54,75
Lucas Peeters,30,Belgium,Bologna,Serie A,GK,60,71,6600000,1000,198,92,Left,48,45,56,53,50,55
James Johnson,32,England,Bologna,Serie A,GK,65,79,5850000,1000,186,77,Left,42,46,59,52,74,56
Lucas Martin,30,France,Bologna,Serie A,CB,67,67,7370000,1000,185,82,Left,64,48,62,52,67,69
Arthur Silva,23,Brazil,Bologna,Serie A,CB,71,86,9230000,1000,195,90,Right,62,49,80,63,76,75
Miguel Souza,34,Brazil,Bologna,Serie A,CB,72,85,5040000,1000,191,85,Right,68,66,68,64,73,72
Louis Petit,23,France,Bologna,Serie A,CB,73,72,9490000,1000,183,69,Right,81,65,83,65,71,72
Lucas Bernard,23,France,Bologna,Serie A,LB,61,70,7930000,1000,180,79,Right,70,55,70,50,57,59
Finn Becker,27,Germany,Bologna,Serie A,LB,66,63,8580000,1000,185,85,Right,74,52,64,56,63,61
Juan López,31,Argentina,Bologna,Serie A,RB,62,75,6200000,1000,176,77,Right,71,40,70,51,62,69
Lourenço Costa,22,Portugal,Bologna,Serie A,RB,75,81,10042500,1000,177,76,Left,78,58,80,70,74,82
Adam Bernard,23,France,Bologna,Serie A,CDM,60,74,7800000,1000,189,78,Right,57,45,55,68,68,60
Sem Jansen,34,Netherlands,Bologna,Serie A,CDM,64,67,4480000,1000,183,75,Left,57,51,70,61,64,70
George Johnson,25,England,Bologna,Serie A,CM,66,65,8580000,1000,173,63,Right,63,52,77,70,71,79
Miguel Oliveira,28,Portugal,Bologna,Serie A,CM,64,70,8320000,1000,178,69,Left,56,65,76,61,62,79
Arthur Oliveira,32,Brazil,Bologna,Serie A,CM,60,64,5400000,1000,185,86,Left,63,60,75,62,68,61
Lorenzo Ferrari,30,Italy,Bologna,Serie A,CAM,73,79,8030000,1000,173,71,Right,69,68,78,82,62,71
Gabriel Richard,31,France,Bologna,Serie A,CAM,76,82,7600000,1000,176,68,Right,84,81,75,83,61,61
Sem Smit,28,Netherlands,Bologna,Serie A,LM,64,77,8320000,1000,175,73,Right,65,74,69,70,46,67
Juan Gómez,23,Argentina,Bologna,Serie A,RM,65,71,8450000,1000,170,61,Right,65,66,80,72,50,59
Miguel Martins,23,Portugal,Bologna,Serie A,LW,68,68,8840000,1000,170,60,Left,68,65,66,65,47,76
Adam Peeters,32,Belgium,Bologna,Serie A,RW,60,74,5400000,1000,183,81,Left,69,51,54,68,42,50
Jules Martin,30,France,Bologna,Serie A,CF,71,79,7810000,1000,181,72,Left,81,70,81,67,41,68
Noah Peeters,31,Belgium,Bologna,Serie A,ST,62,75,6200000,1000,181,74,Right,63,69,71,62,36,57
Arthur Bernard,21,France,Bologna,Serie A,ST,67,74,9014850,1000,191,76,Right,63,70,57,78,41,71
Afonso Pereira,26,Portugal,Bologna,Serie A,ST,68,75,8840000,1000,179,79,Left,78,71,62,75,47,64
Milan De Jong,23,Netherlands,Torino,Serie A,GK,66,68,8580000,1000,199,89,Left,49,49,53,60,69,60
Francesco Esposito,26,Italy,Torino,Serie A,GK,69,67,8970000,1000,185,79,Right,46,52,63,53,65,62
Noah López,34,Argentina,Torino,Serie A,CB,65,63,4550000,1000,194,85,Right,60,54,70,62,76,71
Dinis Silva,27,Portugal,Torino,Serie A,CB,62,65,8060000,1000,192,86,Left,71,38,60,60,59,72
Davi Santos,29,Brazil,Torino,Serie A,CB,70,65,8400000,1000,184,85,Right,79,63,66,60,74,70
Oliver Jones,29,England,Torino,Serie A,CB,63,72,7560000,1000,187,81,Right,55,53,58,55,66,69
Noah Fernández,29,Argentina,Torino,Serie A,LB,68,81,8160000,1000,178,79,Right,58,48,69,62,80,74
Gabriele Ferrari,27,Italy,Torino,Serie A,LB,57,60,7410000,1000,184,75,Left,63,45,55,44,72,52
George Brown,29,England,Torino,Serie A,RB,66,81,7920000,1000,180,82,Right,64,46,58,63,69,68
Miguel Silva,30,Brazil,Torino,Serie A,RB,63,73,6930000,1000,172,67,Right,66,39,62,63,78,71
Mateo Fernández,28,Spain,Torino,Serie A,CDM,72,83,9360000,1000,187,81,Left,76,58,79,74,64,84
Martim Martins,25,Portugal,Torino,Serie A,CDM,69,78,8970000,1000,185,83,Left,71,71,66,70,68,66
Milan De Jong,21,Netherlands,Torino,Serie A,CM,60,69,8150999,1000,185,76,Right,53,45,71,59,60,56
Dinis Silva,25,Portugal,Torino,Serie A,CM,63,69,8190000,1000,183,82,Left,63,49,65,60,67,66
Felipe Fernández,21,Argentina,Torino,Serie A,CM,68,78,9282000,1000,184,76,Left,70,68,66,75,62,68
Noah Wagner,34,Germany,Torino,Serie A,CAM,71,84,4970000,1000,178,67,Right,66,77,80,82,64,66
Andrea Rossi,27,Italy,Torino,Serie A,CAM,71,72,9230000,1000,183,75,Right,71,77,85,82,66,68
George Davis,34,England,Torino,Serie A,LM,56,71,3919999,1000,179,70,Left,54,60,52,59,49,43
James Van der Meer,21,Netherlands,Torino,Serie A,RM,69,76,9283950,1000,176,68,Left,66,71,69,82,49,69
Alessandro Russo,30,Italy,Torino,Serie A,LW,61,71,6710000,1000,173,64,Right,66,75,57,63,45,53
Afonso Martins,24,Portugal,Torino,Serie A,RW,64,64,8320000,1000,182,77,Left,59,60,72,76,41,56
Andrea Bianchi,31,Italy,Torino,Serie A,CF,56,54,5600000,1000,182,79,Right,70,59,60,51,38,65
Paul Meyer,28,Germany,Torino,Serie A,ST,70,71,9100000,1000,178,76,Right,84,76,65,73,47,77
Sem Van Dijk,32,Netherlands,Torino,Serie A,ST,57,56,5130000,1000,190,78,Right,69,50,60,67,43,47
Benicio López,30,Argentina,Torino,Serie A,ST,63,61,6930000,1000,183,70,Left,70,73,61,76,37,73
Daan Jansen,23,Netherlands,Monza,Serie A,GK,62,71,8060000,1000,186,75,Right,38,36,60,51,53,66
Jack Smith,31,England,Monza,Serie A,GK,57,68,5700000,1000,187,87,Left,44,31,58,42,66,60
Lucas Bakker,34,Netherlands,Monza,Serie A,CB,65,76,4550000,1000,188,74,Right,55,54,59,66,76,70
Adam Goossens,31,Belgium,Monza,Serie A,CB,64,61,6400000,1000,184,83,Right,54,52,72,52,78,71
Lucas Pérez,27,Spain,Monza,Serie A,CB,68,67,8840000,1000,183,70,Right,62,43,65,72,66,77
Oliver Miller,24,England,Monza,Serie A,CB,64,67,8320000,1000,187,79,Right,73,51,74,69,64,67
Gabriel Silva,22,Brazil,Monza,Serie A,LB,61,56,7731750,1000,179,70,Right,56,47,57,59,75,56
Noah Maes,24,Belgium,Monza,Serie A,LB,70,76,9100000,1000,177,64,Left,77,53,78,69,77,66
Gabriele Ricci,21,Italy,Monza,Serie A,RB,60,64,7956000,1000,177,76,Right,54,44,51,56,66,62
Bruno Rodríguez,32,Argentina,Monza,Serie A,RB,70,76,6300000,1000,178,65,Left,72,53,76,72,69,68
Gabriel Pereira,24,Brazil,Monza,Serie A,CDM,72,78,9360000,1000,187,85,Right,66,63,71,69,75,68
